,datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
1265,2019-12-22 14:17,Sun,20300.0,석사동,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,
1266,2019-12-22 14:35,Sun,19300.0,후평 1동,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
1267,2019-12-22 14:45,Sun,19000.0,후평 1동,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,
1268,2019-12-22 15:10,Sun,15000.0,효자 2동,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
1269,2019-12-22 15:53,Sun,19600.0,효자 2동,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1270,2019-12-23 11:31,Mon,26100.0,석사동,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,
1271,2019-12-23 12:06,Mon,23800.0,후평 2동,1.0,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,
1272,2019-12-23 13:05,Mon,25600.0,동면,2.0,,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,
1273,2019-12-23 13:37,Mon,27300.0,후평 2동,1.0,,,2.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,
1274,2019-12-23 13:57,Mon,30300.0,신사우동,1.0,,,,,3.0,,,1.0,,,,1.0,,,,,,,,,,
1275,2019-12-23 14:42,Mon,19500.0,퇴계동,,,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,,
1276,2019-12-23 15:03,Mon,14000.0,후평 1동,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,
1277,2019-12-24 11:13,Tues,15300.0,동면,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
1278,2019-12-24 11:17,Tues,21400.0,조운동,3.0,,,,,,,,,,,,,,,,,,2.0,,,,
1279,2019-12-24 13:14,Tues,19300.0,후평 1동,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0
1280,2019-12-25 11:29,Wed,24100.0,동면,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,
1281,2019-12-25 11:55,Wed,15300.0,후평 1동,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
1282,2019-12-25 12:16,Wed,14800.0,소양동,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1283,2019-12-25 14:47,Wed,20000.0,교동,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,
1284,2019-12-25 15:00,Wed,18300.0,후평 2동,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
1285,2019-12-25 17:14,Wed,17000.0,후평 2동,,3.0,,,,,,,,,,,,,,,,,,1.0,,,
1286,2019-12-26 12:16,Thur,20500.0,효자 2동,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,
1287,2019-12-26 12:18,Thur,26600.0,석사동,2.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,
1288,2019-12-26 13:47,Thur,14500.0,후평 3동,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
1289,2019-12-26 14:06,Thur,15600.0,교동,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
1290,2019-12-26 15:18,Thur,15300.0,퇴계동,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,
1291,2019-12-27 11:39,Fri,16300.0,효자 3동,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
1292,2019-12-27 12:45,Fri,15800.0,조운동,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,
1293,2019-12-27 12:49,Fri,15000.0,동면,,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,
1294,2019-12-28 11:10,Sat,16100.0,소양동,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
1295,2019-12-28 11:48,Sat,14800.0,효자 3동,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
1296,2019-12-28 12:04,Sat,17000.0,후평 3동,,1.0,2.0,,,,,1.0,,,,,,,,,,1.0,,,,,
1297,2019-12-28 12:09,Sat,22300.0,후평 3동,1.0,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,,
1298,2019-12-28 12:35,Sat,20900.0,후평 1동,3.0,,,,,,1.0,,,,,,,,,,,,,,,,
1299,2019-12-28 13:09,Sat,35600.0,후평 1동,7.0,,,,,,,,,,,,,,,,,,,,,,
1300,2019-12-28 13:12,Sat,18800.0,후평 2동,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,
1301,2019-12-28 13:31,Sat,21500.0,교동,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
1302,2019-12-28 13:47,Sat,18800.0,동면,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
1303,2019-12-28 14:20,Sat,22000.0,석사동,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1304,2019-12-28 14:51,Sat,17000.0,퇴계동,,,,,4.0,,,,,,,,,,,,,,,,,,
1305,2019-12-28 14:55,Sat,21500.0,퇴계동,,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,
1306,2019-12-28 14:58,Sat,24300.0,후평 2동,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,
1307,2019-12-28 15:52,Sat,19300.0,후평 3동,1.0,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,
1308,2019-12-28 16:18,Sat,58900.0,동면,3.0,2.0,,,4.0,,3.0,2.0,,,,,,,,,,,,,,,
1309,2019-12-28 16:38,Sat,21100.0,동면,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,
1310,2019-12-29 11:16,Sun,14000.0,조운동,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
1311,2019-12-29 11:34,Sun,15300.0,교동,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
1312,2019-12-29 12:11,Sun,15300.0,동면,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,
1313,2019-12-29 12:24,Sun,23900.0,후평 1동,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
1314,2019-12-29 12:39,Sun,14800.0,동면,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
1315,2019-12-29 12:52,Sun,23800.0,효자 3동,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
1316,2019-12-29 13:03,Sun,19800.0,효자 3동,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,
1317,2019-12-29 13:34,Sun,14800.0,후평 3동,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,
1318,2019-12-29 13:43,Sun,15800.0,효자 1동,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,
1319,2019-12-29 14:26,Sun,14800.0,동면,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,
1320,2019-12-29 14:32,Sun,15000.0,후평 3동,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
1321,2019-12-29 14:39,Sun,14000.0,후평 2동,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
1322,2019-12-29 14:42,Sun,22800.0,동면,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,
1323,2019-12-29 16:02,Sun,25500.0,신사우동,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,
1324,2019-12-30 11:27,Mon,19800.0,동면,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
1325,2019-12-30 11:44,Mon,15300.0,석사동,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,
1326,2019-12-30 12:23,Mon,91300.0,석사동,6.0,,,,,,6.0,,6.0,,,,,,2.0,,,,1.0,,,,
1327,2019-12-30 14:35,Mon,53900.0,신사우동,3.0,1.0,,,4.0,,,,,2.0,,,,,,,,2.0,,,,,
1328,2019-12-30 15:12,Mon,16100.0,효자 1동,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
1329,2019-12-30 15:22,Mon,26100.0,퇴계동,2.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,
1330,2019-12-30 15:44,Mon,15800.0,조운동,1.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0
1331,2020-01-02 11:22,Thur,15000.0,석사동,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
1332,2020-01-02 11:23,Thur,20300.0,동면,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,
1333,2020-01-02 11:33,Thur,42900.0,퇴계동,3.0,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0
1334,2020-01-02 12:17,Thur,16500.0,후평 3동,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,
1335,2020-01-02 12:27,Thur,14300.0,효자 2동,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
1336,2020-01-02 12:33,Thur,14800.0,후평 1동,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
1337,2020-01-02 12:50,Thur,29300.0,효자 3동,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,
1338,2020-01-02 14:06,Thur,17600.0,퇴계동,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1339,2020-01-02 14:16,Thur,16500.0,후평 2동,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,
1340,2020-01-02 15:40,Thur,46900.0,신사우동,8.0,,,,,,1.0,,,,,,,,,,,,,,,,
1341,2020-01-03 11:03,Fri,21600.0,퇴계동,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,
1342,2020-01-03 11:14,Fri,15500.0,소양동,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,
1343,2020-01-03 11:17,Fri,20300.0,퇴계동,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,
1344,2020-01-03 11:59,Fri,16300.0,후평 3동,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,
1345,2020-01-03 13:44,Fri,17300.0,후평 3동,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,
1346,2020-01-03 14:05,Fri,17000.0,후평 3동,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1347,2020-01-03 14:17,Fri,43100.0,효자 1동,2.0,,,,,,4.0,,,,,,,,2.0,,,1.0,,,,,
1348,2020-01-03 14:18,Fri,18000.0,강남동,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,
1349,2020-01-03 15:41,Fri,16100.0,효자 2동,2.0,,,,,,,,,,,,,,,,,1.0,,,,,
1350,2020-01-03 16:06,Fri,17300.0,조운동,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,
1351,2020-01-03 16:25,Fri,15100.0,효자 2동,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,
1352,2020-01-03 17:23,Fri,20600.0,후평 2동,2.0,,,,,,,,,,,,,,,,,2.0,,,,,
1353,2020-01-04 11:03,Sat,23800.0,동면,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,
1354,2020-01-04 11:10,Sat,14800.0,후평 3동,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
1355,2020-01-04 12:51,Sat,24800.0,동내면,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,
1356,2020-01-04 14:36,Sat,15300.0,후평 1동,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
1357,2020-01-04 14:52,Sat,17400.0,퇴계동,3.0,,,,,,,,,,,,,,,,,,,,,,
1358,2020-01-04 16:02,Sat,15100.0,후평 3동,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,
1359,2020-01-04 17:23,Sat,16500.0,후평 3동,,,,,,,,,,,,,,,,,,1.0,4.0,,,,
1360,2020-01-05 11:03,Sun,16800.0,석사동,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,
1361,2020-01-05 11:10,Sun,18600.0,동면,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,
1362,2020-01-05 11:13,Sun,26700.0,후평 1동,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1363,2020-01-05 11:19,Sun,14300.0,교동,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1364,2020-01-05 11:23,Sun,18000.0,교동,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,
1365,2020-01-05 12:15,Sun,16400.0,근화동,3.0,,,,,,,,,,,,,,,,,,,,,,
1366,2020-01-05 12:37,Sun,14300.0,동면,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
1367,2020-01-05 13:49,Sun,20300.0,퇴계동,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,
1368,2020-01-05 13:59,Sun,14500.0,후평 1동,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,
1369,2020-01-05 14:06,Sun,23800.0,동면,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,
1370,2020-01-05 14:46,Sun,18300.0,후평 2동,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
1371,2020-01-05 14:54,Sun,14300.0,교동,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
1372,2020-01-05 15:06,Sun,24400.0,후평 2동,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
1373,2020-01-05 16:54,Sun,15300.0,후평 3동,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,
1374,2020-01-05 17:25,Sun,19600.0,동면,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,
1375,2020-01-06 12:25,Mon,14800.0,동면,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
1376,2020-01-06 12:30,Mon,30800.0,후평 2동,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,
1377,2020-01-06 12:43,Mon,18300.0,후평 3동,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,
1378,2020-01-06 12:50,Mon,17300.0,동면,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
1379,2020-01-06 16:00,Mon,14300.0,동면,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
1380,2020-01-06 16:30,Mon,14000.0,후평 2동,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,
1381,2020-01-08 11:15,Wed,18100.0,효자 2동,3.0,,,,,,,,,,,,,,,,,,1.0,,,,
1382,2020-01-08 11:26,Wed,26000.0,후평 1동,5.0,,,,,,,,,,,,,,,,,,,,,,
1383,2020-01-08 12:42,Wed,22600.0,소양동,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
1384,2020-01-08 12:47,Wed,30300.0,신사우동,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
1385,2020-01-08 13:08,Wed,21200.0,후평 3동,4.0,,,,,,,,,,,,,,,,,,,,,,
1386,2020-01-08 13:15,Wed,41400.0,후평 3동,3.0,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,
1387,2020-01-08 13:31,Wed,18300.0,퇴계동,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,
1388,2020-01-08 15:19,Wed,27200.0,동내면,4.0,,,,,,,,,,,,,,,,,,2.0,,,,
1389,2020-01-08 15:42,Wed,19800.0,교동,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
1390,2020-01-08 16:33,Wed,26900.0,신사우동,3.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,
1391,2020-01-09 11:12,Thur,35700.0,석사동,4.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,
1392,2020-01-09 11:39,Thur,28300.0,후평 2동,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1393,2020-01-09 12:09,Thur,17000.0,후평 2동,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
1394,2020-01-09 12:27,Thur,28800.0,동면,1.0,,,,,,2.0,,1.0,,,,,,,,,1.0,2.0,,,,
1395,2020-01-09 12:34,Thur,18300.0,후평 3동,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,
1396,2020-01-09 13:44,Thur,21900.0,후평 3동,2.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,
1397,2020-01-09 13:59,Thur,19800.0,조운동,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
1398,2020-01-09 15:22,Thur,23300.0,동면,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,
1399,2020-01-09 15:42,Thur,19600.0,효자 3동,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
1400,2020-01-09 15:59,Thur,17600.0,소양동,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,
1401,2020-01-09 16:00,Thur,14800.0,효자 2동,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
1402,2020-01-09 17:00,Thur,14800.0,후평 1동,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,
1403,2020-01-10 11:07,Fri,16300.0,석사동,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1404,2020-01-10 12:51,Fri,21800.0,동면,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,
1405,2020-01-10 12:57,Fri,19600.0,후평 1동,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
1406,2020-01-10 13:42,Fri,20100.0,후평 3동,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,
1407,2020-01-10 13:51,Fri,15800.0,후평 1동,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,
1408,2020-01-10 14:11,Fri,14300.0,동면,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
1409,2020-01-10 14:48,Fri,19300.0,강남동,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1410,2020-01-10 15:10,Fri,19300.0,교동,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1411,2020-01-11 11:03,Sat,29000.0,효자 2동,,,,,,,6.0,,,,,,,,,,,,,,,,
1412,2020-01-11 13:03,Sat,20600.0,후평 3동,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
1413,2020-01-11 13:11,Sat,15100.0,소양동,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
1414,2020-01-11 13:16,Sat,19600.0,퇴계동,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
1415,2020-01-11 14:09,Sat,14800.0,효자 2동,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
1416,2020-01-11 14:19,Sat,18300.0,후평 3동,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,
1417,2020-01-11 15:10,Sat,15800.0,후평 2동,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1418,2020-01-11 15:42,Sat,15800.0,소양동,1.0,,,,,,,,,,,,,,2.0,,,,,,,,
1419,2020-01-12 11:03,Sun,17300.0,후평 2동,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,
1420,2020-01-12 11:03,Sun,21800.0,효자 1동,1.0,,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,
1421,2020-01-12 12:16,Sun,44100.0,후평 3동,,2.0,,,2.0,,,4.0,,,,,,2.0,1.0,,,,,,,,
1422,2020-01-12 12:19,Sun,45400.0,조운동,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1423,2020-01-12 12:30,Sun,16000.0,효자 3동,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,
1424,2020-01-12 12:42,Sun,18000.0,후평 3동,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,
1425,2020-01-12 13:23,Sun,18300.0,석사동,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
1426,2020-01-12 14:11,Sun,14800.0,소양동,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
1427,2020-01-12 14:19,Sun,24400.0,교동,3.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,
1428,2020-01-12 14:31,Sun,14500.0,동면,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
1429,2020-01-12 16:05,Sun,14500.0,후평 1동,,,,2.0,,,,,,,,,,,,,,1.0,,,,,
1430,2020-01-12 16:23,Sun,19600.0,후평 1동,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
1431,2020-01-12 16:30,Sun,17000.0,후평 1동,,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,
1432,2020-01-12 17:05,Sun,21300.0,교동,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,
1433,2020-01-13 11:52,Mon,20300.0,후평 2동,1.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,
1434,2020-01-13 11:59,Mon,15300.0,동면,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
1435,2020-01-13 12:23,Mon,19000.0,퇴계동,,2.0,,,,,,,,,,,,,2.0,,,,,,,,
1436,2020-01-13 13:49,Mon,19300.0,후평 3동,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,
1437,2020-01-13 15:44,Mon,15100.0,동면,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
1438,2020-01-13 15:50,Mon,20500.0,효자 3동,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,
1439,2020-01-13 15:52,Mon,14800.0,후평 3동,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
1440,2020-01-13 16:55,Mon,14500.0,소양동,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
1441,2020-01-15 11:04,Wed,20300.0,신사우동,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
1442,2020-01-15 11:08,Wed,17300.0,조운동,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,
1443,2020-01-15 11:24,Wed,15500.0,후평 3동,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,
1444,2020-01-15 11:28,Wed,116500.0,석사동,10.0,,,,,,10.0,,2.0,,,,,,3.0,,,,,,,,
1445,2020-01-15 12:19,Wed,16000.0,후평 2동,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
1446,2020-01-15 13:01,Wed,18300.0,소양동,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
1447,2020-01-15 13:16,Wed,15000.0,퇴계동,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
1448,2020-01-15 13:22,Wed,26300.0,후평 3동,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,
1449,2020-01-15 14:46,Wed,18800.0,후평 3동,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
1450,2020-01-16 11:28,Thur,18800.0,석사동,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0
1451,2020-01-16 14:09,Thur,14800.0,동면,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
1452,2020-01-17 11:46,Fri,14800.0,효자 2동,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,
1453,2020-01-17 12:13,Fri,26600.0,강남동,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,
1454,2020-01-17 12:26,Fri,16300.0,퇴계동,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
1455,2020-01-17 13:30,Fri,16300.0,후평 3동,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,
1456,2020-01-17 14:15,Fri,17800.0,강남동,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,
1457,2020-01-17 14:17,Fri,15300.0,효자 2동,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,
1458,2020-01-18 11:16,Sat,18300.0,효자 3동,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
1459,2020-01-18 12:31,Sat,25800.0,강남동,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
1460,2020-01-18 13:17,Sat,15000.0,동면,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
1461,2020-01-18 14:11,Sat,34700.0,동면,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
1462,2020-01-18 14:36,Sat,16500.0,동면,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,
1463,2020-01-18 14:52,Sat,14300.0,효자 2동,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
1464,2020-01-18 15:27,Sat,23600.0,조운동,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,
1465,2020-01-18 16:12,Sat,14500.0,후평 1동,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,
1466,2020-01-19 11:05,Sun,19300.0,후평 1동,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,
1467,2020-01-19 11:09,Sun,14800.0,후평 3동,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
1468,2020-01-19 11:09,Sun,31100.0,교동,1.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
1469,2020-01-19 11:18,Sun,20600.0,교동,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,
1470,2020-01-19 11:21,Sun,37000.0,강남동,,,,,,,4.0,4.0,,,,,,,,,,,,,,,
1471,2020-01-19 11:49,Sun,14500.0,동면,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
1472,2020-01-19 12:40,Sun,16300.0,효자 1동,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
1473,2020-01-19 12:52,Sun,32100.0,후평 3동,2.0,2.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,
1474,2020-01-19 13:17,Sun,24300.0,동면,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,
1475,2020-01-19 13:22,Sun,21100.0,석사동,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
1476,2020-01-19 14:18,Sun,23900.0,효자 2동,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,
1477,2020-01-19 14:23,Sun,15100.0,후평 3동,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,
1478,2020-01-19 15:53,Sun,19100.0,후평 2동,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
1479,2020-01-19 15:54,Sun,27400.0,후평 1동,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
1480,2020-01-19 16:21,Sun,19800.0,퇴계동,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
1481,2020-01-19 16:52,Sun,17800.0,약사명동,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
1482,2020-01-20 11:25,Mon,23800.0,후평 3동,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0
1483,2020-01-20 11:32,Mon,15000.0,후평 3동,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
1484,2020-01-20 12:46,Mon,14800.0,소양동,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
1485,2020-01-20 13:28,Mon,19500.0,효자 1동,,,,,5.0,,,,,,,,,,,,,,,,,,
1486,2020-01-20 13:59,Mon,19300.0,후평 3동,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,
1487,2020-01-22 11:09,Wed,16100.0,퇴계동,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
1488,2020-01-22 11:50,Wed,18100.0,후평 3동,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
1489,2020-01-22 12:04,Wed,20300.0,신사우동,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,
1490,2020-01-22 13:44,Wed,18300.0,후평 3동,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
1491,2020-01-22 14:17,Wed,18500.0,조운동,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,
